Rk,Year,Date,G#,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Y/A,AY/A
120,2009,2009-10-25,7,32-083,NWE,@,TAM,W 35-7,*,23,32,71.88,308,3,2,107.3,1,9.63,8.69
121,2009,2009-11-08,8,32-097,NWE,,MIA,W 27-17,*,25,37,67.57,332,1,1,93.5,2,8.97,8.3
122,2009,2009-11-15,9,32-104,NWE,@,IND,L 34-35,*,29,42,69.05,375,3,1,110.7,2,8.93,9.29
123,2009,2009-11-22,10,32-111,NWE,,NYJ,W 31-14,*,28,41,68.29,310,1,0,98.6,2,7.56,8.05
124,2009,2009-11-30,11,32-119,NWE,@,NOR,L 17-38,*,21,36,58.33,237,0,2,55,1,6.58,4.08
125,2009,2009-12-06,12,32-125,NWE,@,MIA,L 21-22,*,19,29,65.52,352,2,2,101.5,0,12.14,10.41
126,2009,2009-12-13,13,32-132,NWE,,CAR,W 20-10,*,19,32,59.38,192,1,1,74,0,6,5.22
127,2009,2009-12-20,14,32-139,NWE,@,BUF,W 17-10,*,11,23,47.83,115,1,1,59.1,0,5,3.91
128,2009,2009-12-27,15,32-146,NWE,,JAX,W 35-7,*,23,26,88.46,267,4,0,149,0,10.27,13.35
129,2009,2010-01-03,16,32-153,NWE,@,HOU,L 27-34,*,17,26,65.38,186,0,1,70.4,1,7.15,5.42
130,2010,2010-09-12,1,33-040,NWE,,CIN,W 38-24,*,25,35,71.43,258,3,0,120.9,0,7.37,9.09
131,2010,2010-09-19,2,33-047,NWE,@,NYJ,L 14-28,*,20,36,55.56,248,2,2,72.5,1,6.89,5.5
132,2010,2010-09-26,3,33-054,NWE,,BUF,W 38-30,*,21,27,77.78,252,3,0,142.6,1,9.33,11.56
133,2010,2010-10-04,4,33-062,NWE,@,MIA,W 41-14,*,19,24,79.17,153,1,0,107.1,3,6.38,7.21
134,2010,2010-10-17,5,33-075,NWE,,BAL,W 23-20,*,27,44,61.36,292,1,2,69.5,3,6.64,5.05
135,2010,2010-10-24,6,33-082,NWE,@,SDG,W 23-20,*,19,32,59.38,159,1,0,82.7,4,4.97,5.59
136,2010,2010-10-31,7,33-089,NWE,,MIN,W 28-18,*,16,27,59.26,240,1,0,100.8,0,8.89,9.63
137,2010,2010-11-07,8,33-096,NWE,@,CLE,L 14-34,*,19,36,52.78,224,2,0,90.5,1,6.22,7.33
138,2010,2010-11-14,9,33-103,NWE,@,PIT,W 39-26,*,30,43,69.77,350,3,0,117.4,0,8.14,9.53
139,2010,2010-11-21,10,33-110,NWE,,IND,W 31-28,*,19,25,76,186,2,0,123.1,1,7.44,9.04
140,2010,2010-11-25,11,33-114,NWE,@,DET,W 45-24,*,21,27,77.78,341,4,0,158.3,1,12.63,15.59
141,2010,2010-12-06,12,33-125,NWE,,NYJ,W 45-3,*,21,29,72.41,326,4,0,148.9,3,11.24,14
142,2010,2010-12-12,13,33-131,NWE,@,CHI,W 36-7,*,27,40,67.5,369,2,0,113.4,3,9.23,10.23
143,2010,2010-12-19,14,33-138,NWE,,GNB,W 31-27,*,15,24,62.5,163,2,0,110.2,3,6.79,8.46
144,2010,2010-12-26,15,33-145,NWE,@,BUF,W 34-3,*,15,27,55.56,140,3,0,107,1,5.19,7.41
145,2010,2011-01-02,16,33-152,NWE,,MIA,W 38-7,*,10,16,62.5,199,2,0,145.6,0,12.44,14.94
146,2011,2011-09-12,1,34-040,NWE,@,MIA,W 38-24,*,32,48,66.67,517,4,1,121.6,1,10.77,11.5
147,2011,2011-09-18,2,34-046,NWE,,SDG,W 35-21,*,31,40,77.5,423,3,0,135.7,2,10.58,12.08
148,2011,2011-09-25,3,34-053,NWE,@,BUF,L 31-34,*,30,45,66.67,387,4,4,86.1,0,8.6,6.38
149,2011,2011-10-02,4,34-060,NWE,@,OAK,W 31-19,*,16,30,53.33,226,2,0,100.1,1,7.53,8.87
150,2011,2011-10-09,5,34-067,NWE,,NYJ,W 30-21,*,24,33,72.73,321,1,1,100.7,4,9.73,8.97
151,2011,2011-10-16,6,34-074,NWE,,DAL,W 20-16,*,27,41,65.85,289,2,2,82.3,3,7.05,5.83
152,2011,2011-10-30,7,34-088,NWE,@,PIT,L 17-25,*,24,35,68.57,198,2,0,101.8,3,5.66,6.8
153,2011,2011-11-06,8,34-095,NWE,,NYG,L 20-24,*,28,49,57.14,342,2,2,75.4,2,6.98,5.96
154,2011,2011-11-13,9,34-102,NWE,@,NYJ,W 37-16,*,26,39,66.67,329,3,0,118.4,0,8.44,9.97
155,2011,2011-11-21,10,34-110,NWE,,KAN,W 34-3,*,15,27,55.56,234,2,0,109.2,3,8.67,10.15
156,2011,2011-11-27,11,34-116,NWE,@,PHI,W 38-20,*,24,34,70.59,361,3,0,134.6,1,10.62,12.38
157,2011,2011-12-04,12,34-123,NWE,,IND,W 31-24,*,29,38,76.32,289,2,0,114.9,1,7.61,8.66
158,2011,2011-12-11,13,34-130,NWE,@,WAS,W 34-27,*,22,37,59.46,357,3,1,107.6,1,9.65,10.05
159,2011,2011-12-18,14,34-137,NWE,@,DEN,W 41-23,*,23,34,67.65,320,2,0,117.3,2,9.41,10.59
160,2011,2011-12-24,15,34-143,NWE,,MIA,W 27-24,*,27,46,58.7,304,1,0,85.8,4,6.61,7.04
161,2011,2012-01-01,16,34-151,NWE,,BUF,W 49-21,*,23,35,65.71,338,3,1,113.7,4,9.66,10.09
162,2012,2012-09-09,1,35-037,NWE,@,TEN,W 34-13,*,23,31,74.19,236,2,0,117.1,1,7.61,8.9
163,2012,2012-09-16,2,35-044,NWE,,ARI,L 18-20,*,28,46,60.87,316,1,1,79.6,4,6.87,6.33
164,2012,2012-09-23,3,35-051,NWE,@,BAL,L 30-31,*,28,41,68.29,335,1,0,101.2,2,8.17,8.66
165,2012,2012-09-30,4,35-058,NWE,@,BUF,W 52-28,*,22,36,61.11,340,3,0,120.1,1,9.44,11.11
166,2012,2012-10-07,5,35-065,NWE,,DEN,W 31-21,*,23,31,74.19,223,1,0,104.6,4,7.19,7.84
167,2012,2012-10-14,6,35-072,NWE,@,SEA,L 23-24,*,36,58,62.07,395,2,2,79.3,1,6.81,5.95
168,2012,2012-10-21,7,35-079,NWE,,NYJ,W 29-26,*,26,42,61.9,259,2,0,95.2,1,6.17,7.12
169,2012,2012-10-28,8,35-086,NWE,@,STL,W 45-7,*,23,35,65.71,304,4,0,131.1,0,8.69,10.97
170,2012,2012-11-11,9,35-100,NWE,,BUF,W 37-31,*,23,38,60.53,237,2,0,96.1,1,6.24,7.29
171,2012,2012-11-18,10,35-107,NWE,,IND,W 59-24,*,24,35,68.57,331,3,0,127.2,0,9.46,11.17
172,2012,2012-11-22,11,35-111,NWE,@,NYJ,W 49-19,*,18,27,66.67,323,3,0,144.5,0,11.96,14.19
173,2012,2012-12-02,12,35-121,NWE,@,MIA,W 23-16,*,24,40,60,238,1,1,74.8,4,5.95,5.33
174,2012,2012-12-10,13,35-129,NWE,,HOU,W 42-14,*,21,35,60,296,4,0,125.4,1,8.46,10.74
175,2012,2012-12-16,14,35-135,NWE,,SFO,L 34-41,*,36,65,55.38,443,1,2,68.9,3,6.82,5.74
176,2012,2012-12-23,15,35-142,NWE,@,JAX,W 23-16,*,24,41,58.54,267,2,2,73.9,3,6.51,5.29
177,2012,2012-12-30,16,35-149,NWE,,MIA,W 28-0,*,22,36,61.11,284,2,0,104.4,1,7.89,9
178,2013,2013-09-08,1,36-036,NWE,@,BUF,W 23-21,*,29,52,55.77,288,2,1,76.4,3,5.54,5.44
179,2013,2013-09-12,2,36-040,NWE,,NYJ,W 13-10,*,19,39,48.72,185,1,0,71,1,4.74,5.26
180,2013,2013-09-22,3,36-050,NWE,,TAM,W 23-3,*,25,36,69.44,225,2,1,92.9,3,6.25,6.11
181,2013,2013-09-29,4,36-057,NWE,@,ATL,W 30-23,*,20,31,64.52,316,2,0,119.8,0,10.19,11.48
182,2013,2013-10-06,5,36-064,NWE,@,CIN,L 6-13,*,18,38,47.37,197,0,1,52.2,4,5.18,4
183,2013,2013-10-13,6,36-071,NWE,,NOR,W 30-27,*,25,43,58.14,269,1,1,74.7,5,6.26,5.67
184,2013,2013-10-20,7,36-078,NWE,@,NYJ,L 27-30,*,22,46,47.83,228,0,1,53.5,4,4.96,3.98
185,2013,2013-10-27,8,36-085,NWE,,MIA,W 27-17,*,13,22,59.09,116,1,1,69.5,3,5.27,4.14
186,2013,2013-11-03,9,36-092,NWE,,PIT,W 55-31,*,23,33,69.7,432,4,0,151.8,3,13.09,15.52
187,2013,2013-11-18,10,36-107,NWE,@,CAR,L 20-24,*,29,40,72.5,296,1,1,91.2,2,7.4,6.78
188,2013,2013-11-24,11,36-113,NWE,,DEN,W 34-31,*,34,50,68,344,3,0,107.4,3,6.88,8.08
189,2013,2013-12-01,12,36-120,NWE,@,HOU,W 34-31,*,29,41,70.73,371,2,1,104.8,1,9.05,8.93
190,2013,2013-12-08,13,36-127,NWE,,CLE,W 27-26,*,32,52,61.54,418,2,1,91.7,4,8.04,7.94
191,2013,2013-12-15,14,36-134,NWE,@,MIA,L 20-24,*,34,55,61.82,364,2,1,85.7,1,6.62,6.53
192,2013,2013-12-22,15,36-141,NWE,@,BAL,W 41-7,*,14,26,53.85,172,1,0,87.3,2,6.62,7.38
193,2013,2013-12-29,16,36-148,NWE,,BUF,W 34-20,*,14,24,58.33,122,1,1,68.4,1,5.08,4.04
194,2014,2014-09-07,1,37-035,NWE,@,MIA,L 20-33,*,29,56,51.79,249,1,0,69.7,4,4.45,4.8
195,2014,2014-09-14,2,37-042,NWE,@,MIN,W 30-7,*,14,21,66.67,149,1,0,103.1,1,7.1,8.05
196,2014,2014-09-21,3,37-049,NWE,,OAK,W 16-9,*,24,37,64.86,234,1,0,91.5,2,6.32,6.86
197,2014,2014-09-29,4,37-057,NWE,@,KAN,L 14-41,*,14,23,60.87,159,1,2,59.9,2,6.91,3.87
198,2014,2014-10-05,5,37-063,NWE,,CIN,W 43-17,*,23,35,65.71,292,2,0,110.7,1,8.34,9.49
199,2014,2014-10-12,6,37-070,NWE,@,BUF,W 37-22,*,27,37,72.97,361,4,0,139.6,2,9.76,11.92
200,2014,2014-10-16,7,37-074,NWE,,NYJ,W 27-25,*,20,37,54.05,261,3,0,103.5,1,7.05,8.68
201,2014,2014-10-26,8,37-084,NWE,,CHI,W 51-23,*,30,35,85.71,354,5,0,148.4,0,10.11,12.97
202,2014,2014-11-02,9,37-091,NWE,,DEN,W 43-21,*,33,53,62.26,333,4,1,97.4,1,6.28,6.94
203,2014,2014-11-16,10,37-105,NWE,@,IND,W 42-20,*,19,30,63.33,257,2,2,85,0,8.57,6.9
204,2014,2014-11-23,11,37-112,NWE,,DET,W 34-9,*,38,53,71.7,349,2,1,94,0,6.58,6.49
205,2014,2014-11-30,12,37-119,NWE,@,GNB,L 21-26,*,22,35,62.86,245,2,0,102.7,1,7,8.14
206,2014,2014-12-07,13,37-126,NWE,@,SDG,W 23-14,*,28,44,63.64,317,2,1,90.8,1,7.2,7.09
207,2014,2014-12-14,14,37-133,NWE,,MIA,W 41-13,*,21,35,60,287,2,1,93.4,0,8.2,8.06
208,2014,2014-12-21,15,37-140,NWE,@,NYJ,W 17-16,*,23,35,65.71,182,1,1,76.1,4,5.2,4.49
209,2014,2014-12-28,16,37-147,NWE,,BUF,L 9-17,*,8,16,50,80,0,0,64.6,1,5,5
210,2015,2015-09-10,1,38-038,NWE,,PIT,W 28-21,*,25,32,78.13,288,4,0,143.7,2,9,11.5
211,2015,2015-09-20,2,38-048,NWE,@,BUF,W 40-32,*,38,59,64.41,466,3,0,105.6,2,7.9,8.92
212,2015,2015-09-27,3,38-055,NWE,,JAX,W 51-17,*,33,42,78.57,358,2,0,118.1,2,8.52,9.48
213,2015,2015-10-11,4,38-069,NWE,@,DAL,W 30-6,*,20,27,74.07,275,2,0,130.9,5,10.19,11.67
214,2015,2015-10-18,5,38-076,NWE,@,IND,W 34-27,*,23,37,62.16,312,3,1,104.8,2,8.43,8.84
215,2015,2015-10-25,6,38-083,NWE,,NYJ,W 30-23,*,34,54,62.96,355,2,0,94.3,3,6.57,7.31
216,2015,2015-10-29,7,38-087,NWE,,MIA,W 36-7,*,26,38,68.42,356,4,0,133.2,2,9.37,11.47
217,2015,2015-11-08,8,38-097,NWE,,WAS,W 27-10,*,26,39,66.67,299,2,1,96,0,7.67,7.54
218,2015,2015-11-15,9,38-104,NWE,@,NYG,W 27-26,*,26,42,61.9,334,2,1,92.8,3,7.95,7.83
219,2015,2015-11-23,10,38-112,NWE,,BUF,W 20-13,*,20,39,51.28,277,1,1,72.3,1,7.1,6.46
220,2015,2015-11-29,11,38-118,NWE,@,DEN,L 24-30,*,23,42,54.76,280,3,0,99.3,3,6.67,8.1
221,2015,2015-12-06,12,38-125,NWE,,PHI,L 28-35,*,29,56,51.79,312,3,2,71.4,4,5.57,5.04
222,2015,2015-12-13,13,38-132,NWE,@,HOU,W 27-6,*,22,30,73.33,226,2,0,116.8,3,7.53,8.87
223,2015,2015-12-20,14,38-139,NWE,,TEN,W 33-16,*,23,35,65.71,267,2,0,107.7,2,7.63,8.77
224,2015,2015-12-27,15,38-146,NWE,@,NYJ,L 20-26,*,22,31,70.97,231,1,1,89.6,2,7.45,6.65
225,2015,2016-01-03,16,38-153,NWE,@,MIA,L 10-20,*,12,21,57.14,134,0,0,76.3,2,6.38,6.38
226,2016,2016-10-09,5,39-067,NWE,@,CLE,W 33-13,*,28,40,70,406,3,0,127.7,1,10.15,11.65
227,2016,2016-10-16,6,39-074,NWE,,CIN,W 35-17,*,29,35,82.86,376,3,0,140,3,10.74,12.46
228,2016,2016-10-23,7,39-081,NWE,@,PIT,W 27-16,*,19,26,73.08,222,2,0,124.2,0,8.54,10.08
229,2016,2016-10-30,8,39-088,NWE,@,BUF,W 41-25,*,22,33,66.67,315,4,0,137,4,9.55,11.97
230,2016,2016-11-13,9,39-102,NWE,,SEA,L 24-31,*,23,32,71.88,316,0,1,90.1,2,9.88,8.47
231,2016,2016-11-20,10,39-109,NWE,@,SFO,W 30-17,*,24,40,60,280,4,0,114.6,1,7,9
232,2016,2016-11-27,11,39-116,NWE,@,NYJ,W 22-17,*,30,50,60,286,2,0,89.2,0,5.72,6.52
233,2016,2016-12-04,12,39-123,NWE,,LAR,W 26-10,*,33,46,71.74,269,1,0,93.5,0,5.85,6.28
234,2016,2016-12-12,13,39-131,NWE,,BAL,W 30-23,*,25,38,65.79,406,3,1,116.8,1,10.68,11.08
235,2016,2016-12-18,14,39-137,NWE,@,DEN,W 16-3,*,16,32,50,188,0,0,68.2,2,5.88,5.88
236,2016,2016-12-24,15,39-143,NWE,,NYJ,W 41-3,*,17,27,62.96,214,3,0,124.6,1,7.93,10.15
237,2016,2017-01-01,16,39-151,NWE,@,MIA,W 35-14,*,25,33,75.76,276,3,0,130.4,0,8.36,10.18
,,237 Games,,,,,,183-54-0,,5244,8224,63.76,61582,456,152,97.2,417,7.49,7.77